0 -5.0 -4.95 -4.9 -4.85 -4.8 -4.75 -4.7 -4.65 -4.6 -4.55 -4.5 -4.45 -4.4 -4.35 -4.3 -4.25 -4.2 -4.15 -4.1 -4.05 -4.0 -3.95 -3.9 -3.8499999999999996 -3.8 -3.75 -3.7 -3.65 -3.5999999999999996 -3.55 -3.5 -3.45 -3.4 -3.3499999999999996 -3.3 -3.25 -3.2 -3.15 -3.0999999999999996 -3.05 -3.0 -2.9499999999999997 -2.9 -2.85 -2.8 -2.75 -2.6999999999999997 -2.65 -2.5999999999999996 -2.55 -2.5 -2.4499999999999997 -2.4 -2.3499999999999996 -2.3 -2.25 -2.1999999999999997 -2.15 -2.0999999999999996 -2.05 -2.0 -1.9499999999999997 -1.9 -1.8499999999999996 -1.7999999999999998 -1.75 -1.6999999999999997 -1.65 -1.5999999999999996 -1.5499999999999998 -1.5 -1.4499999999999997 -1.4 -1.3499999999999996 -1.2999999999999998 -1.25 -1.1999999999999997 -1.15 -1.0999999999999996 -1.0499999999999998 -1.0 -0.9500000000000002 -0.8999999999999995 -0.8499999999999996 -0.7999999999999998 -0.75 -0.7000000000000002 -0.6499999999999995 -0.5999999999999996 -0.5499999999999998 -0.5 -0.4500000000000002 -0.39999999999999947 -0.34999999999999964 -0.2999999999999998 -0.25 -0.19999999999999932 -0.14999999999999947 -0.09999999999999964 -0.04999999999999982 0.0
-18.0 -18.516487540689027 -18.43964103891113 -18.362749254695782 -18.285812606852126 -18.208831529812176 -18.13180647442329 -18.054737908868688 -17.9776263197322 -17.900472213225157 -17.82327611659571 -17.746038579743008 -17.668760177061497 -17.59144150954348 -17.514083207171502 -17.436685931635775 -17.359250379416103 -17.28177728527239 -17.204267426193123 -17.126721625856938 -17.049140759668987 -16.97152576044105 -16.893877624792502 -16.816197420358158 -16.738486293899257 -16.660745480424826 -16.582976313443275 -16.50518023647773 -16.427358815993895 -16.34951375590618 -16.271646913846336 -16.19376031939945 -16.115856194534544 -16.03793697648182 -15.960005343335213 -15.882064242688418 -15.804116923643784 -15.72616697256758 -15.648218353001152 -15.57027545017577 -15.492343120618907 -15.41442674738095 -15.336532301453191 -15.25866640998928 -15.180836431982016 -15.103050542083361 -15.025317823285777 -14.947648369204202 -14.870053396706524 -14.792545369631256 -14.715138134298549 -14.637847067456967 -14.560689237205144 -14.483683577273345 -14.406851074833 -14.330214971707512 -14.253800978468721 -14.177637500402005 -14.101755873689495 -14.02619060937523 -13.950979641719272 -13.876164576403411 -13.80179093270906 -13.727908372246937 -13.65457090509235 -13.581837062303213 -13.509770021832345 -13.438437672888174 -13.367912601988317 -13.29827198247703 -13.22959734837954 -13.161974233431707 -13.095491657276126 -13.030241443492649 -12.96631735864427 -12.903814068102227 -12.842825913156252 -12.783445524687535 -12.725762301064178 -12.669860791153079 -12.615819036320168 -12.563706936606739 -12.513584714346816 -12.465501551786629 -12.419494476538208 -12.375587559279879 -12.333791472158277 -12.289991879987957 -12.250820380324276 -12.21413203479353 -12.17983625788797 -12.147538301485875 -12.117180349301819 -12.087776869123621 -12.060584624638413 -12.0352692343794 -12.011414259892014 -11.988956182852338 -11.968107182592721 -11.948404923598467 -11.930120754308165 -11.912889171674268
-17.9 -18.31649794692297 -18.23965270940727 -18.16276234307963 -18.0858272854197 -18.008847991799033 -17.931824936549226 -17.85475861419151 -17.777649540848056 -17.700498255857454 -17.623305323619682 -17.546071335698695 -17.468796913214256 -17.39148270955826 -17.31412941347501 -17.236737752549647 -17.159308497154054 -17.08184246490548 -17.004340525699604 -16.926803607387022 -16.849232702170376 -16.77162887380811 -16.693993265721218 -16.616327110110344 -16.538631738202998 -16.4609085917646 -16.38315923602214 -16.305385374166267 -16.227588863616123 -16.149771734251885 -16.071936208842295 -15.99408472591929 -15.916219965378579 -15.838344877114299 -15.760462713027335 -15.682577062780855 -15.604691893712696 -15.526811595352523 -15.44894102903158 -15.371085583114176 -15.293251234421833 -15.215444616462408 -15.13767309511616 -15.059944852466755 -14.982268979495368 -14.90465557837733 -14.827115875129158 -14.74966234334476 -14.672308839726872 -14.595070752056175 -14.517965160136983 -14.441011010104397 -14.36422930226066 -14.287643292313566 -14.211278705500739 -14.135163962582006 -14.059330416048306 -13.98381259410975 -13.908648449068234 -13.833879605535358 -13.759551602613834 -13.685714122619226 -13.612421197192509 -13.539731379776699 -13.46770787146473 -13.396418585267787 -13.325936132043173 -13.256337709847038 -13.187704877579241 -13.120123193753223 -13.053681702377242 -12.988472250611398 -12.92458862737996 -12.862125518704305 -12.801177284267764 -12.741836570500128 -12.684192787857544 -12.62833049321386 -12.57432773126388 -12.522254400160508 -12.472170714689103 -12.424125843580311 -12.378156794831835 -12.334287613484529 -12.292528940329923 -12.248595481753403 -12.209395086870066 -12.172694678142989 -12.138401491624425 -12.10610649710039 -12.07575186297467 -12.04631406625313 -12.019104635649573 -11.99377843818142 -11.969905073693694 -11.947421669899873 -11.926552372705055 -11.906819126431907 -11.888507583854512 -11.87124041469322 -11.855174930794949 -11.840122782619517
-17.8 -18.11651104736788 -18.03966740140521 -17.962778820018467 -17.88584576418814 -17.808868715642173 -17.731848178270845 -17.654784679745156 -17.577678773364 -17.500531040158318 -17.423342091283875 -17.34611257073789 -17.26884315843914 -17.191534573715604 -17.11418757924918 -17.036802985532617 -16.959381655900536 -16.88192451220352 -16.804432541202488 -16.726906801769545 -16.64934843299156 -16.571758663283987 -16.494138820634742 -16.41649034411188 -16.338814796783986 -16.261113880219064 -16.183389450746485 -16.10564353768683 -16.02787836377715 -15.950096368043772 -15.87230023140162 -15.794492905288243 -15.716677643672252 -15.63885803880985 -15.56103806115916 -15.48322210390038 -15.405415032549744 -15.327622240196494 -15.249849708933938 -15.172104078097023 -15.094392719958476 -15.016723823571622 -14.939106487478185 -14.861550822020485 -14.784068062006035 -14.706670690463309 -14.629372574194727 -14.552189111769234 -14.475137394493277 -14.398236380744818 -14.32150708383782 -14.244972773289625 -14.168659188974436 -14.09259476714431 -14.016810876665105 -13.941342063028673 -13.866226296745088 -13.79150522157365 -13.717224396708414 -13.643433525492158 -13.570186661505872 -13.497542381002953 -13.425563908690783 -13.354319181903707 -13.283880836400957 -13.214326095548898 -13.145736543748853 -13.078197764937634 -13.011798828142062 -12.946631604748204 -12.882789906663264 -12.820368441136887 -12.759461586758633 -12.700162005929927 -12.642559121502634 -12.586737498523295 -12.532775185013067 -12.48074207704088 -12.43069838143313 -12.382693252762955 -12.336763678529694 -12.29293367700804 -12.251213856267608 -12.20714141600877 -12.167911033222616 -12.131198106328041 -12.096907607834837 -12.064615686869722 -12.034264495964088 -12.004791090821243 -11.97756382926649 -11.952226419832884 -11.928333977901087 -11.905824303297852 -11.884933954851933 -11.865168573553053 -11.846828647686346 -11.8295245843959 -11.813423110411224 -11.798331141462368 -11.784156659645989 -11.77088486892168
-17.7 -17.91652753949042 -17.83968589708114 -17.762799562684613 -17.685869026860907 -17.60889480451087 -17.531877436727104 -17.454817492901288 -17.377715573119435 -17.30057231088043 -17.223388376177365 -17.146164478985952 -17.06890137320941 -16.991599861135132 -16.91426079846499 -16.83688509998833 -16.75947374597488 -16.6820277893739 -16.604548363915782 -16.527036693223724 -16.449494101055393 -16.371922022808285 -16.29432201843786 -16.216695786954304 -16.139045182682434 -16.061372233489855 -15.983679161210834 -15.905968404518163 -15.828242644522065 -15.75050483340444 -15.672758226428273 -15.595006417695945 -15.517253380066322 -15.43950350967874 -15.361761675571985 -15.284033274927591 -15.206324294508672 -15.128641378906801 -15.050991906249147 -14.973384072054081 -14.895826981953606 -14.81833075402219 -14.740906631460007 -14.663567106369404 -14.586326055330654 -14.509198887419261 -14.432202705203563 -14.355356479106973 -14.278681235302049 -14.202200257008306 -14.12593929867639 -14.049926812039164 -13.974194182376147 -13.898775972551194 -13.823710171425548 -13.749038442102915 -13.674806364119801 -13.601063662152002 -13.52786441208071 -13.45526721338332 -13.383335314846823 -13.312136678642464 -13.24174396598945 -13.172234426160838 -13.103689669686627 -13.036195306575154 -12.969840431528734 -12.904716940810433 -12.840918669938132 -12.77854034797409 -12.717676372932376 -12.658419423613289 -12.600858935573909 -12.545079482197634 -12.491159114823361 -12.439167727228797 -12.389165517852748 -12.341201626442968 -12.295313019082062 -12.251523686106587 -12.209844201444936 -12.165627506075888 -12.126366009882856 -12.089640096284672 -12.055352386361257 -12.0230636539633 -11.992716035172798 -11.963205691414045 -11.935959935130224 -11.91061089714486 -11.886698670342344 -11.864161753657227 -11.843249578085274 -11.823450881532125 -11.805081534113521 -11.78773923295698 -11.771600464448584 -11.756467238780854 -11.742246634411817 -11.72892594741524 -11.716433507224982 -11.704683152126327
-17.6 -17.716548301271327 -17.63970918103869 -17.562825675249453 -17.48589831169232 -17.408927647017933 -17.331914269138235 -17.254858799948483 -17.17776189841148 -17.100624264048196 -17.023446640884426 -16.946229821908616 -16.868974654102928 -16.791682044116502 -16.714352964658335 -16.636988461696 -16.55958966255658 -16.482157785037476 -16.40469414764702 -16.327200181108765 -16.24967744127846 -16.172127623639778 -16.094552579563324 -16.016954334534105 -15.939335108575051 -15.861697339118919 -15.784043706607784 -15.706377163128444 -15.628700964423729 -15.551018705653556 -15.4733343613157 -15.395652329774531 -15.317977482885954 -15.240315221247986 -15.162671535648322 -15.085053075321527 -15.007467223668185 -14.929922182124328 -14.85242706289963 -14.774991991324017 -14.697628218550737 -14.620348245354814 -14.543165957732862 -14.466096774946546 -14.389157810548197 -14.312368046772836 -14.235748522463368 -14.159322534400413 -14.083115851518777 -14.007156940990269 -13.931477204518163 -13.85611122240186 -13.781097001972078 -13.706476225851134 -13.63229449414886 -13.558601553162 -13.48545150141672 -13.412902962015142 -13.341019208278682 -13.26986822772148 -13.199522707575525 -13.130059923614267 -13.061561513123126 -12.994113112831725 -12.927803843778218 -12.862725627758486 -12.798972324534487 -12.73663868557137 -12.675819128831423 -12.616606349945135 -12.55908979748608 -12.50335405333705 -12.449477172139964 -12.397529045162312 -12.347569862008177 -12.299648746905842 -12.253802643567973 -12.210055513176995 -12.16841789404727 -12.124051510234633 -12.084757742034984 -12.048018359528076 -12.013733541646767 -11.98144811617689 -11.951104202158644 -11.921555550997686 -11.894290617142936 -11.868929522121084 -11.844996782933036 -11.822431625554405 -11.801496825343754 -11.781663600738286 -11.763263765199408 -11.745881846290077 -11.729704444254256 -11.714528488475013 -11.700260124169429 -11.686888816320117 -11.67434258881838 -11.662534296834462 -11.651410357955285 -11.640933718247659
-17.5 -17.516574437899568 -17.439738492665228 -17.362858547587162 -17.285935177306524 -17.20896899101417 -17.131960635539365 -17.054910798844343 -16.9778202139742 -16.90068966351755 -16.823519984639805 -16.74631207475826 -16.669066897936368 -16.59178549208346 -16.514468977056442 -16.437118563771072 -16.35973556444287 -16.282321404091583 -16.204877633458317 -16.127405943501437 -16.049908181655855 -15.972386370060997 -15.894842725985095 -15.817279684698276 -15.739699925073692 -15.662106398225196 -15.584502359521606 -15.506891404351544 -15.429277508048944 -15.351665070427611 -15.274058965413154 -15.196464596301926 -15.118887957218405 -15.041335701383804 -14.96381521684838 -14.886334710375868 -14.808903300198653 -14.731531118383412 -14.65422942355538 -14.577010724720127 -14.49988891688892 -14.4228794291498 -14.345999385722838 -14.269267780383542 -14.192705664420847 -14.11633634800072 -14.040185614416663 -13.964281946205977 -13.888656761475978 -13.813344657997222 -13.738383661662324 -13.663815474762643 -13.589685718190749 -13.516044160133136 -13.44294492208912 -13.370446651172184 -13.298612645681539 -13.227510918971356 -13.157214184832993 -13.087799746130294 -13.019349267529547 -12.951948413132317 -12.885686330975728 -12.820654969048578 -12.756948211995589 -12.694660834280716 -12.633887274343445 -12.574720245079789 -12.51724920839284 -12.46155875482577 -12.407726942302748 -12.35582365935031 -12.305909086272177 -12.258032331056617 -12.212230314057974 -12.168526966043926 -12.126932788187554 -12.0824111212102 -12.043083889097968 -12.006330541731508 -11.972048722308424 -11.939766725498806 -11.909426652693297 -11.879838286556025 -11.852553473146017 -11.827179880661843 -11.803225881424472 -11.780631457341855 -11.75967321331424 -11.739804215280195 -11.721372796772814 -11.703949844154446 -11.687732435149224 -11.672512238616859 -11.658194436396782 -11.64477074127897 -11.632168863169447 -11.62030064293953 -11.609112708557307 -11.598568753740452 -11.588585252328295 -11.579129326312996
-17.4 -17.316607340530293 -17.23977539201123 -17.162899929136373 -17.08598158550586 -17.00902103642362 -16.932019002852247 -16.85497625587805 -16.777893621748184 -16.700771987549157 -16.623612307604013 -16.546415610674636 -16.46918300806566 -16.391915702737673 -16.314614999549885 -16.237282316766155 -16.159919198973657 -16.08252733158026 -16.00510855707545 -15.927664893260035 -15.85019855367251 -15.772711970464519 -15.695207820004882 -15.6176890515207 -15.54015891911579 -15.462621017540478 -15.385079322123019 -15.307538233311131 -15.230002626312135 -15.15247790636143 -15.074970070190897 -14.997485774310183 -14.920032410753409 -14.842618190979936 -14.765252238647848 -14.687944692000041 -14.610706816611103 -14.533551129233969 -14.456491533452368 -14.379543467781202 -14.302724066753111 -14.226052335375046 -14.149549337120884 -14.073238395330666 -13.997145307497004 -13.921298571416708 -13.84572962155056 -13.770473073146887 -13.695566970725583 -13.621053036372608 -13.546976911950008 -13.473388387782604 -13.400341608653228 -13.327895246058185 -13.256112623705295 -13.185061781276035 -13.11481545966052 -13.045450989398404 -12.977050063160194 -12.909698373070256 -12.843485094830017 -12.77850220328511 -12.71484360860664 -12.652604108858721 -12.591878163492154 -12.532758503107813 -12.475334603253177 -12.419691063291339 -12.365905944402037 -12.314049132128549 -12.264180796990095 -12.216350029987941 -12.170593727094285 -12.126935787356325 -12.085386673223457 -12.040703965790437 -12.001342044413368 -11.964574222444114 -11.930295510848623 -11.898017067813894 -11.86768097645799 -11.838051448872745 -11.810746034746405 -11.785359492418433 -11.761383465306531 -11.738758721118703 -11.717776192457604 -11.6978701431176 -11.679406018616792 -11.661940580446117 -11.645681756821224 -11.630415771958297 -11.61604681367346 -11.60256892356408 -11.589909489081938 -11.57797930512656 -11.56672522081375 -11.556111706091905 -11.546054068431229 -11.536520129384144 -11.527458485618185 -11.518813453472001
-17.3 -17.116648760214535 -17.039821842674357 -16.962952021819685 -16.886040005436392 -16.809086552010505 -16.732092475770866 -16.65505865237268 -16.577986025299293 -16.50087561306863 -16.42372851734094 -16.346545932035497 -16.269329153576503 -16.192079592402234 -16.11479878588666 -16.037488412839817 -15.960150309771725 -15.882786489125275 -15.805399159705994 -15.727990749561286 -15.65056393158865 -15.57312165218156 -15.495667163253371 -15.418204058013357 -15.340736310905363 -15.263268322157607 -15.185804967432327 -15.108351653105116 -15.030914377745702 -14.953499800413244 -14.876115316418872 -14.79876914124418 -14.721470403334541 -14.644229246507129 -14.56705694272205 -14.48996601595549 -14.412970377880983 -14.336085476000846 -14.259328454765942 -14.182718330067301 -14.10627617726536 -14.030025332626806 -13.953991607648975 -13.878203515248838 -13.802692506158355 -13.727493213080276 -13.652643699199169 -13.578185706495212 -13.50416489796299 -13.430631086292879 -13.357638439842782 -13.28524565484703 -13.213516080839304 -13.142517784304825 -13.072323533763738 -13.003010688011509 -12.934660968343364 -12.86736009555688 -12.801197273684766 -12.73626450509683 -12.672655726138816 -12.610465759081578 -12.54978908492648 -12.490718452422646 -12.433343351078813 -12.377748389236327 -12.324011631298182 -12.272202959570766 -12.2223825342864 -12.17459942868597 -12.128890513300206 -12.085279654104696 -12.043777273186913 -11.998927604585706 -11.959529735082185 -11.922746914960456 -11.888471423517585 -11.856196662757975 -11.825864696888985 -11.79619252247089 -11.768865767304197 -11.743465810811282 -11.719466967878306 -11.696810822874776 -11.675803147212447 -11.655858736357665 -11.637360754848192 -11.6198513436875 -11.60354966392365 -11.588236306653068 -11.573814434542632 -11.560280501090402 -11.547561562815938 -11.535567336516767 -11.52424490372767 -11.51355954004836 -11.503425352237176 -11.493810888699308 -11.484664624613169 -11.47593049130538 -11.467578990877193 -11.459545461366675
-17.2 -16.916700900904427 -16.83988031606042 -16.763017596916807 -16.68611354459167 -16.609169022212924 -16.532184961326337 -16.455162369107864 -16.378102336476818 -16.30100604721774 -16.22387478823118 -16.1467099610475 -16.069513094753084 -15.992285860495212 -15.915030087750516 -15.837747782562564 -15.760441147976511 -15.683112606923572 -15.605764827834902 -15.528400753293699 -15.45102363206599 -15.373637054884375 -15.296244994395298 -15.218851849718577 -15.14146249610798 -15.064082340242882 -14.986717381722885 -14.909374281378632 -14.8320604370517 -14.754784067532416 -14.677554305374587 -14.600381299327172 -14.523276327131347 -14.446251919421966 -14.369321995439511 -14.292502011194522 -14.215809120622525 -14.139262350112821 -14.06288278657642 -13.986693778922717 -13.910721152424047 -13.834993434944238 -13.759542093371715 -13.684401777809619 -13.609610570115715 -13.535210232237219 -13.461246448439697 -13.387769053984039 -13.314832241074967 -13.24249473102286 -13.170819899590017 -13.099875840530096 -13.029735350515592 -12.960475817171584 -12.892178991034989 -12.824930622225938 -12.758819943776613 -12.693938986251343 -12.630381712823176 -12.56824297058146 -12.507617262622492 -12.448597356291259 -12.39127275537688 -12.335728077356427 -12.2820413898186 -12.230282571568345 -12.180511772030783 -12.132778045886939 -12.08711823713135 -12.043556177271306 -12.002102246337923 -11.957079531944217 -11.917644421963912 -11.880846066355065 -11.846573910340249 -11.814302963736019 -11.783975271185984 -11.754258925723311 -11.726910070095098 -11.701496223225435 -11.677473756500284 -11.65478510282193 -11.633751396390744 -11.613767281750174 -11.595234264502142 -11.577679357729734 -11.56133334689472 -11.54597099720714 -11.531494414610458 -11.517902549675323 -11.505122119520504 -11.493061730288915 -11.481668707725541 -11.470909163343547 -11.46069596850395 -11.450998426573387 -11.441764892077302 -11.432938904511229 -11.424491470645213 -11.416357010669746 -11.40851519962776 -11.400928583237691
