0	-5.	-4.95	-4.9	-4.85	-4.8	-4.75	-4.7	-4.65	-4.6	-4.55	-4.5	-4.45	-4.4	-4.35	-4.3	-4.25	-4.2	-4.15	-4.1	-4.05	-4.	-3.95	-3.9	-3.8499999999999996	-3.8	-3.75	-3.7	-3.65	-3.5999999999999996	-3.55	-3.5	-3.45	-3.4	-3.3499999999999996	-3.3	-3.25	-3.2	-3.15	-3.0999999999999996	-3.05	-3.	-2.9499999999999997	-2.9	-2.85	-2.8	-2.75	-2.6999999999999997	-2.65	-2.5999999999999996	-2.55	-2.5	-2.4499999999999997	-2.4	-2.3499999999999996	-2.3	-2.25	-2.1999999999999997	-2.15	-2.0999999999999996	-2.05	-2.	-1.9499999999999997	-1.9	-1.8499999999999996	-1.7999999999999998	-1.75	-1.6999999999999997	-1.65	-1.5999999999999996	-1.5499999999999998	-1.5	-1.4499999999999997	-1.4	-1.3499999999999996	-1.2999999999999998	-1.25	-1.1999999999999997	-1.15	-1.0999999999999996	-1.0499999999999998	-1.	-0.9500000000000002	-0.8999999999999995	-0.8499999999999996	-0.7999999999999998	-0.75	-0.7000000000000002	-0.6499999999999995	-0.5999999999999996	-0.5499999999999998	-0.5	-0.4500000000000002	-0.39999999999999947	-0.34999999999999964	-0.2999999999999998	-0.25	-0.1999999999999993	-0.14999999999999947	-0.09999999999999964	-0.04999999999999982	0.
-18.	-18.774802785072907	-18.699812048558677	-18.62482244914838	-18.549834126463708	-18.47484723728898	-18.39986195758765	-18.32487848493529	-18.249897041054453	-18.174917874875252	-18.099941265722542	-18.024967527163977	-17.949997011016738	-17.875030112184323	-17.800067273692374	-17.72510899276902	-17.65015582717242	-17.57520840282938	-17.500267421784407	-17.425333671795183	-17.35040803631414	-17.275491506534397	-17.200585193916414	-17.125690345303283	-17.050808358630338	-16.97594080187049	-16.901089432720184	-16.82625622232475	-16.751443379912605	-16.676653382467254	-16.601889005497476	-16.527153360081233	-16.45244993123472	-16.377782624052156	-16.303155811409404	-16.228574391282677	-16.154043845845113	-16.079570312415036	-16.005160656360463	-15.930822558487618	-15.856564604476402	-15.782396391844044	-15.708328638866734	-15.634373314465854	-15.560543769568723	-15.486854893154087	-15.413323268652249	-15.339967358803525	-15.266807688635303	-15.193867060281134	-15.121170761896366	-15.048746810681982	-14.976626183290604	-14.90484308024354	-14.833435167447465	-14.76244384627358	-14.691914484118199	-14.621896668795332	-14.552444393513397	-14.483616246694192	-14.415475506543752	-14.348090208158942	-14.281533077923777	-14.215881404903367	-14.151216739005308	-14.087624485766927	-14.025193300076259	-13.964014344060544	-13.904180338715888	-13.845784472647507	-13.788919139915212	-13.733674562690524	-13.680137327600761	-13.62838887298172	-13.57850401583715	-13.530549523184604	-13.484582868417268	-13.440651129173188	-13.39879020237555	-13.359024232212105	-13.321365440069124	-13.285814178710718	-13.252359409108204	-13.220979345103615	-13.191642442192345	-13.164308461152851	-13.138929743330195	-13.11545243192995	-13.093817789269588	-13.07396333551982	-13.055823989241262	-13.039333010286809	-13.024422821416557	-13.011025726169763	-12.999074461727758	-12.98850261904818	-12.979245001295487	-12.971237858829072	-12.964419065579516	-12.95872824911276	-12.954106865031406	-12.950498234601474
-17.9	-18.574822127921948	-18.49983375124401	-18.42484679952621	-18.349861447486397	-18.27487789129104	-18.199896351072944	-18.124917073969076	-18.049940337285484	-17.974966452318178	-17.89999576833202	-17.825028677364088	-17.75006561922471	-17.67510708753388	-17.600153636005214	-17.525205886031763	-17.450264534578967	-17.375330363711015	-17.300404250501423	-17.22548717899297	-17.150580252634185	-17.075684709282985	-17.00080193680082	-16.92593349186144	-16.851081119485812	-16.776246776590032	-16.701432656429375	-16.62664121804307	-16.551875216788016	-16.47713774109328	-16.402432250514227	-16.32776262150714	-16.253133194743643	-16.17854883195071	-16.10401497452263	-16.029537713854616	-15.955123863620972	-15.880781046394707	-15.806517782288829	-15.732343594964403	-15.658269119547613	-15.584306231318797	-15.510468175849104	-15.436769723602968	-15.363227324875373	-15.28985929293925	-15.216685985375403	-15.14373001703046	-15.071016467254912	-14.9985731211791	-14.926430698751279	-14.854623118033626	-14.783187736468099	-14.712165621485202	-14.64160178321951	-14.571545432615684	-14.502050172849517	-14.433174198426457	-14.364980402679116	-14.297536461905864	-14.23091479083837	-14.165192439618853	-14.100450820357649	-14.03677533328542	-13.974254790706773	-13.912980703497427	-13.853046353483453	-13.794545714627048	-13.737572187970969	-13.682217207229552	-13.628568739739885	-13.57670972383256	-13.526716532589779	-13.478657475543752	-13.432591484707949	-13.388566947904526	-13.34662087224539	-13.3067782755878	-13.269051999335309	-13.233442761691382	-13.199939649660688	-13.168520788996405	-13.139154366825567	-13.11179973065016	-13.086408700437469	-13.062926825857188	-13.04129471873124	-13.021449245513837	-13.003324659223006	-12.98685356765967	-12.971967774989698	-12.958598988571344	-12.9466793865463	-12.936142042986027	-12.926921276070317	-12.918952884830528	-12.912174326644884	-12.906524833856182	-12.901945489478388	-12.898379265786717	-12.895771029694455	-12.894067561054838
-17.8	-18.37484647828211	-18.29986107224358	-18.224877453498063	-18.149895840932277	-18.074916480273476	-17.999939647237163	-17.924965651325206	-17.849994839782372	-17.77502760237246	-17.7000643763514	-17.625105652470133	-17.550151981223603	-17.4752039803925	-17.400262342892365	-17.325327846246868	-17.250401362441938	-17.175483869816155	-17.100576465425654	-17.02568037996112	-16.950796993250886	-16.875927852957016	-16.80107469399347	-16.726239461935823	-16.651424337312346	-16.576631764868942	-16.50186448390977	-16.42712556482079	-16.35241844688322	-16.277746983753357	-16.203115490455776	-16.128528799850013	-16.053992320844984	-15.979512108242044	-15.905094934516145	-15.830748375805944	-15.756480899911079	-15.682301971512272	-15.608222159271747	-15.534253263543189	-15.460408445479706	-15.386702380416772	-15.31315141155765	-15.239773731669432	-15.166589562946198	-15.093621368262722	-15.0208940568344	-14.948435223696874	-14.876275377233396	-14.804448200972926	-14.7329907933576	-14.661943940250781	-14.591352343116291	-14.521264883714567	-14.451734816226912	-14.38281997235491	-14.314582876905417	-14.247090843752586	-14.180415945525903	-14.11463493054624	-14.049828971449436	-13.986083317903198	-13.923486747559405	-13.86213088154507	-13.802109281354735	-13.74351639096213	-13.68644628194735	-13.630991259911244	-13.577240350089788	-13.52527770690194	-13.475181034673282	-13.427020036414117	-13.380855039585118	-13.336735768356705	-13.294700450189879	-13.254775160487352	-13.21697359619902	-13.181297119159515	-13.147735233083596	-13.116266267125605	-13.086858416717964	-13.059470868400071	-13.034055141046064	-13.010556376527932	-12.988914699212874	-12.969066436103482	-12.950945271260991	-12.934483233992427	-12.919611553233498	-12.906261376304265	-12.89436434296489	-12.883853015671498	-12.874661229201893	-12.866724327956337	-12.85997934189089	-12.854365100525689	-12.849822305351424	-12.84629356438198	-12.843723393590606	-12.842058230955768	-12.841246405350422	-12.841238124704377
-17.7	-18.174877132231718	-18.099895465660357	-18.02491604244247	-17.94993913704688	-17.874965057564953	-17.79999414964994	-17.725026801270218	-17.650063447660006	-17.575104577294915	-17.50015073811287	-17.425202545022177	-17.350260687715508	-17.27532594009882	-17.200399170101413	-17.125481351512835	-17.050573576290915	-16.97567706940864	-16.90079320428499	-16.825923521393513	-16.751069747588392	-16.676233819400125	-16.601417907208273	-16.526624444366142	-16.45185615738601	-16.37711610227983	-16.302407702175827	-16.22773479256282	-16.15310166803731	-16.078513138468654	-16.003974586884382	-15.929492038929649	-15.855072234240378	-15.780722711927977	-15.706451898064104	-15.632269210252863	-15.558185164064666	-15.484211499935563	-15.410361311430224	-15.33664919761632	-15.263091415694577	-15.189706061444744	-15.116513247808594	-15.043535314681566	-14.970797033106612	-14.898325843067758	-14.826152079519145	-14.754309232492773	-14.682834185574622	-14.611767487182112	-14.541153578341396	-14.471041057283786	-14.401482873038132	-14.332536533161012	-14.264264224148448	-14.196732914549182	-14.130014334889964	-14.064184908182568	-13.999325515660274	-13.93552117033867	-13.872860491401317	-13.811435045576596	-13.751338469287978	-13.692665434787889	-13.635510413431684	-13.579966293488654	-13.526122865546354	-13.474065220913655	-13.42387214691344	-13.37561453934149	-13.329353981082948	-13.285141462131975	-13.24301643191445	-13.20300609363163	-13.165125134042116	-13.129375736287752	-13.095748036174987	-13.064220799356175	-13.034762467564224	-13.007332297225663	-12.981881721990373	-12.95835566838704	-12.93669394220364	-12.916832473020042	-12.89870449342507	-12.882241547369114	-12.867374361842163	-12.854033578807924	-12.842150340061734	-12.831656723930443	-12.822486100112561	-12.814573369872686	-12.807855139202612	-12.802269838778066	-12.797757787796284	-12.79426122872053	-12.791724325048431	-12.790093171819404	-12.78931575975547	-12.789341962623377	-12.790123499373761	-12.791613915491892
-17.6	-17.974915721148108	-17.8999387617383	-17.82496461968606	-17.74999363939717	-17.67502620742856	-17.600062757421668	-17.525103776055087	-17.45014980924301	-17.375201469615806	-17.30025944430584	-17.22532450434251	-17.15039751442692	-17.075479444724206	-17.000571383127074	-16.92567455004876	-16.850790313796445	-16.77592020910898	-16.701065956409842	-16.626229485014218	-16.551412957208306	-16.476618797258308	-16.401849721475276	-16.327108774412984	-16.2523993663261	-16.177725318227832	-16.103090908435487	-16.028500928494367	-15.95396074081018	-15.879476347798539	-15.805054462918998	-15.730702595763638	-15.65642913912023	-15.582243473020723	-15.508156070643398	-15.434178624540689	-15.360324174209094	-15.286607257623546	-15.213044062987448	-15.139652608136062	-15.066452918031446	-14.993467233266669	-14.920720212951023	-14.848239171027444	-14.776054300845743	-14.704198933625385	-14.632709775511714	-14.561627177344597	-14.490995361435855	-14.420862685310615	-14.351281835431978	-14.282310035780837	-14.214009170712929	-14.146445892125195	-14.079691605877798	-14.013822411410993	-13.948918879804852	-13.885065743077199	-13.822351387393777	-13.760867216524606	-13.700706797203397	-13.641964849745403	-13.584736032580066	-13.52911357836271	-13.475187789046991	-13.423044436202973	-13.372763145162608	-13.324415786507513	-13.278065020974449	-13.233762978506993	-13.191550263351848	-13.151455198363793	-13.113493513194678	-13.077668314053422	-13.04397051304542	-13.012379486205232	-12.982864113036111	-12.955383917127762	-12.92989044169895	-12.906328580960826	-12.88463798898903	-12.864754345535625	-12.846610559353692	-12.830137795591286	-12.815266367104416	-12.801926480674824	-12.790048835280748	-12.779565067292152	-12.770408113036641	-12.762512452961959	-12.755814287709905	-12.750251658604473	-12.745764511429131	-12.742294729272768	-12.739786128257995	-12.738184464771077	-12.737437396653583	-12.737494467214377	-12.738307064799812	-12.739828402112938	-12.74201347519852	-12.744819044946166
-17.5	-17.774964298356437	-17.699993264042465	-17.625025769489394	-17.550062247090256	-17.475103182110956	-17.400149118871344	-17.325200668202775	-17.250258515211303	-17.175323428645132	-17.10039627064091	-17.02547800848194	-16.950569726826057	-16.875672642453626	-16.800788119596017	-16.72591768841884	-16.65106306421677	-16.576226170548892	-16.501409163243824	-16.4266144593187	-16.35184476694892	-16.27710312154822	-16.202392923103925	-16.12771798108848	-16.053082560842796	-15.978491439308636	-15.9039499624536	-15.829464114172145	-15.755040587058186	-15.680686867172897	-15.606411320756608	-15.532223297865212	-15.458133237833723	-15.384152794957684	-15.31029496550715	-15.236574238560577	-15.163006747029124	-15.08961044618364	-15.016405290227327	-14.943413439715014	-14.87065946331497	-14.798170572791614	-14.725976846248317	-14.654111485091775	-14.58261104966249	-14.511515727398553	-14.440869558405346	-14.370720697800285	-14.301121608841038	-14.23212927121689	-14.163805304735268	-14.096216078361673	-14.029432700387053	-13.963530963692213	-13.89859113216575	-13.834697641249429	-13.771938605497713	-13.710405199672406	-13.650190824238416	-13.591390118128599	-13.534097765428207	-13.478407152499415	-13.424408879302742	-13.372189170393703	-13.32182825993795	-13.2733987749387	-13.226964259916251	-13.182577826793336	-13.140281121781815	-13.10010352731195	-13.06206180612048	-13.026160029656452	-12.99238997216559	-12.960731741648416	-12.931154802527933	-12.90361910871727	-12.878076481463637	-12.8544719495577	-12.832745176040063	-12.812831729015558	-12.79466433039793	-12.778173877105823	-12.763290363814873	-12.749943642325691	-12.73806403524432	-12.727582786322792	-12.718432443315034	-12.710547097003532	-12.703862567514895	-12.698316526046295	-12.693848560071409	-12.690400203955855	-12.687914937881667	-12.686338187466161	-12.68561728697165	-12.685701457599048	-12.68654176508532	-12.688091096733752	-12.690304118837819	-12.693137257634442	-12.696548665253628	-12.700498200635323
-17.4	-17.575025448115365	-17.500061871677456	-17.42510274409589	-17.350148608440904	-17.27520007412962	-17.200257824671773	-17.12532262701402	-17.050395341263485	-16.975476932418157	-16.900568482566204	-16.825671205599505	-16.75078646250616	-16.67591577980825	-16.601060868711187	-16.526223648183812	-16.451406268904552	-16.376611142107468	-16.301840969476537	-16.227098779133915	-16.152387962878027	-16.077712320974623	-16.003076108413996	-15.92848409049314	-15.853941600073783	-15.77945460628573	-15.705029785084752	-15.630674603762714	-15.556397407387426	-15.482207522104655	-15.40811536023516	-15.334132545524108	-15.260272039695028	-15.186548292709567	-15.112977393205174	-15.039577246285983	-14.966367749329834	-14.893370998486445	-14.820611489467167	-14.748116351390808	-14.675915568861345	-14.604042237549367	-14.53253279847599	-14.461427304615272	-14.390769645234041	-14.320607806543348	-14.250994063858075	-14.181985188899484	-14.113642573268251	-14.046032337895408	-13.979225324996738	-13.913297046409475	-13.848327475281659	-13.784400754135559	-13.721604712788775	-13.660030262788624	-13.599770579147465	-13.54092013220989	-13.48357351470547	-13.427824120343175	-13.373762674283654	-13.321475660483326	-13.271043716130057	-13.22254001720643	-13.176028794921281	-13.131563968345073	-13.089188083599481	-13.048931481839668	-13.010811903776071	-12.9748343780457	-12.940991577370163	-12.909264417018335	-12.879623052780046	-12.852027997878299	-12.826431494079417	-12.802778852640982	-12.781009889293973	-12.76106020724909	-12.742862462389594	-12.72634740102809	-12.711444800469206	-12.69808424401387	-12.686195749575718	-12.675710231872248	-12.666559895925197	-12.658678483518141	-12.65200146589542	-12.646466169124004	-12.642011842165049	-12.638579688226004	-12.636112863917473	-12.63455647745615	-12.633857550319643	-12.63396499289043	-12.63482955958308	-12.636403823108314	-12.638642129896933	-12.641500579596535	-12.644936991087238	-12.64891088474587	-12.653383453805676	-12.658317550861586
-17.3	-17.37510242266597	-17.300148232954978	-17.22519963601901	-17.15025731411667	-17.075322032778434	-17.000394650512625	-16.925476130512497	-16.850567552832626	-16.775670129074424	-16.700785217649724	-16.62591434218377	-16.551059210628114	-16.476221738294665	-16.40140407175562	-16.32660861763342	-16.25183807243486	-16.17709545846511	-16.102384160988514	-16.02770797292571	-15.953071141011028	-15.878478421250808	-15.803935136051287	-15.72944724276653	-15.655021404083362	-15.580665072326147	-15.506386575672684	-15.43219522118703	-15.35810139963121	-15.284116710363135	-15.210254087504943	-15.136527949745872	-15.06295435029329	-14.98955115405506	-14.916338212821739	-14.843337570985243	-14.770573665513988	-14.698073558823408	-14.625867159824457	-14.553987478305338	-14.482470858001278	-14.411357241765415	-14.340690394553974	-14.270518162567985	-14.20089266407979	-14.131870495432052	-14.063512853665605	-13.995885645441744	-13.92905947941326	-13.863109615864621	-13.798115761307931	-13.734161781158901	-13.67133522464343	-13.609726728799725	-13.54942921263124	-13.49053692431441	-13.433144285942651	-13.377344591850656	-13.32322855865768	-13.270882771796197	-13.220388094635679	-13.171818064208837	-13.125237409217492	-13.080700676464346	-13.038251153111661	-12.997920010350839	-12.959725875673161	-12.923674685458177	-12.889760003707888	-12.857963585792412	-12.828256346296968	-12.800599453028031	-12.77494568327725	-12.751240757797529	-12.729424774136037	-12.709433508386246	-12.69119966694993	-12.674653962678187	-12.659726058661034	-12.646345360431264	-12.634441658367658	-12.623945607860346	-12.614789123327983	-12.606905644423588	-12.60023033095738	-12.594700194135825	-12.590254168874432	-12.586833148759228	-12.584379982524972	-12.582839477092053	-12.582158354193886	-12.58228522664082	-12.583170550743178	-12.584766597627826	-12.5870274065322	-12.5899087622841	-12.59336816025695	-12.59736478905674	-12.601859503260458	-12.606814813506466	-12.612194860200898	-12.61796540262028
-17.2	-17.17519931451871	-17.100256938538664	-17.02532159454752	-16.95039413980055	-16.87547553607239	-16.800566861815675	-16.725669326823066	-16.65078428746771	-16.575913265077855	-16.5010579650205	-16.426220299700198	-16.35140241242195	-16.276606706134352	-16.20183587321666	-16.127092931335433	-16.052381260543907	-15.977704647902959	-15.903067333559136	-15.828474066106246	-15.753930159610068	-15.679441562028277	-15.605014925460107	-15.530657690289225	-15.45637817121911	-15.382185660090885	-15.308090530459427	-15.234104362207717	-15.160240067413083	-15.086512039777322	-15.01293630416813	-14.939530693313591	-14.866315022464791	-14.793311294463246	-14.720543899044097	-14.648039844875488	-14.575828979730547	-14.50394424383131	-14.432421901823476	-14.361301806682281	-14.290627621404045	-14.220447076721491	-14.150812160533777	-14.08177932244654	-14.01340959519979	-13.945768702504397	-13.878927050961261	-13.812959679754881	-13.747946056493204	-13.683969792295297	-13.621118171059415	-13.559481559810637	-13.499152611809038	-13.440225325479638	-13.382793903499238	-13.326951468076285	-13.272788629478173	-13.220391951720908	-13.16984237914386	-13.121213647434773	-13.07457081033427	-13.029968868894054	-12.98745168678906	-12.94705112148059	-12.908786568684029	-12.87266479036192	-12.838680197092295	-12.806815378147244	-12.777042036739164	-12.749322056767681	-12.723608836613181	-12.699848610316351	-12.677981873788745	-12.657944687155707	-12.63966993145999	-12.623088395243613	-12.608129730591505	-12.59472325841132	-12.582798624732597	-12.572286293693274	-12.563117953167227	-12.55522679071715	-12.54854769741055	-12.54301740499805	-12.538574563808968	-12.5351597807953	-12.53271561861427	-12.531186599350384	-12.530519161491886	-12.530661634942756	-12.531564192185732	-12.533178817166153	-12.53545925648649	-12.538360994413436	-12.541841216219412	-12.54585878986072	-12.550374239235984	-12.55534973619672	-12.560749077982683	-12.566537681467986	-12.572682559196629	-12.579152309196456
